"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
dhd-mf-eclipse-56-x-18-3-4-x-2-2-8-x-27l-eps;"DHD MF Eclipse 5'6 x 18 3/4 x 2 2/8 x 27L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'6;Volume;27L;;;4,550.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"dhd, prancha de surf";"DHD MF Eclipse 5'6 x 18 3/4 x 2 2/8 x 27L - EPS";;"DHD Surfboards";SIM;;;;
dhd-mf-eclipse-57-x-19-x-2-7-16-x-28l-eps;"DHD MF Eclipse 5'7 x 19 x 2 7/16 x 28L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'7;Volume;28L;;;4,550.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30L, 5'9, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
prancha-de-surf-dhd-mf-eclipse-59-x-19-1-2-x-2-1-2-x-30l-eps;"DHD MF Eclipse 5'9 x 19 1/2 x 2 1/2 x 30L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards";Tamanho;5'9;Volume;30L;;;4,550.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"30L, 5'9, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
al-merrick-two-happy-58-x-18-5-8-x-2-5-16-262l-pu;"Al Merrick Two Happy 5'8 X 18 5/8 X 2 5/16 - 26,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'8;Volume;26,2L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 5'8 X 18 5/8 X 2 7/16 - 27,4L - PU";;"Al Merrick";SIM;;;;
al-merrick-two-happy-510-x-18-3-4-x-2-3-8-275-l-pu;"Al Merrick Two Happy 5'10 X 18 3/4 X 2 3/8 - 27,5 L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'10;Volume;27,5L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, pu, two happy";"Al Merrick Two Happy 5'10 X 18 3/4 X 2 3/8 - 27,5 L - PU ";;"Al Merrick";SIM;;;;
al-merrick-ci-2-pro-60-x-19-1-8-x-2-7-16-299l-pu;"Al Merrick CI 2 PRO 6'0 x 19 1/8 x 2 7/16 - 29,9L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'0;Volume;29,9L;;;4,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";"Al Merrick CI 2 PRO 6'0 x 19 1/8 x 2 7/16 - 29,9L PU";;"Al Merrick";SIM;;;;
al-merrick-ci-2-pro-58-x-18-5-8-x-2-5-16-262l-pu;"Al Merrick CI 2 PRO 5'8 x 18 5/8 x 2 5/16 - 26,2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;26,2L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";"Al Merrick CI 2 PRO 5'8 x 18 5/8 x 2 5/16 - 26,2L PU ";;"Al Merrick";SIM;;;;
snapy-wc-59-x-19-x-2-3-8-27l-pu;"Snapy WC 5'9 x 19 x 2 3/8 - 27L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy, Pranchas em promoção";Tamanho;5'9;Volume;27L;;;2,790.00;2,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"prancha de surf, snapy, WC";"Snapy WC 5'9 x 19 x 2 3/8 - 27L PU";;Snapy;SIM;;;;
js-red-baron-58-x-21-1-4-x-2-5-8-355l-eps;"JS Red Baron 5'8 x 21 1/4 x 2 5/8 - 35,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'8;Volume;35,5l;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"js, js industries, prancha de surf, redbaron, Xero";"JS Red Baron 5'8 x 21 1/4 x 2 5/8 - 35,5L - EPS";;"JS Industries";SIM;;;;
js-black-baron-57-x-20-1-8-x-2-7-16-304l-eps;"JS Black Baron 5'7 x 20 1/8 x 2 7/16 - 30,4L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'7;Volume;30,4L;;;3,790.00;2,945.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"blackbaron, js, js industries, prancha de surf, Xero";"JS Black Baron 5'7 x 20 1/8 x 2 7/16 - 30,4L - EPS";;"JS Industries";SIM;;;;
js-bullseye-510-x-20-x-2-9-16-331l-pu;"JS Bullseye 5'10 x 20 x 2 9/16 - 33,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;5'10;Volume;33,1L;;;3,990.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"Bullseye, js, js industries, prancha de surf";"JS Bullseye 5'10 x 20 x 2 9/16 - 33,1L - PU";;"JS Industries";SIM;;;;
snapy-sardines-snapyflex-59-x-19-3-8-x-2-1-2-30l-eps;"Snapy Sardines Snapyflex - 5'9 x 19 3/8 x 2 1/2 - 30L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'9;Volume;30L;;;3,190.00;2,935.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"31.6L, 5'11, black horse, prancha de surf, snapy";"Snapy Sardines Snapyflex  - 5'9 x 19 3/8 x 2 1/2 - 30L EPS";;Snapy;SIM;;;;
snapy-joker-round-snapflex-511-x-20-3-4-x-2-1-2-34l-eps;"Snapy Joker Round Snapflex 5'11 x 20 3/4 x 2 1/2 - 34L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Snapy";Tamanho;5'11;Volume;34L;;;3,190.00;2,935.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34L, 5'11, Joker, prancha de surf, snapy";"Snapy Joker Round Snapflex  5'11 x 20 3/4 x 2 1/2 - 34L EPS";;Snapy;SIM;;;;
al-merrick-og-flyer-510-x-19-3-8-x-2-9-16-311l-pu;"Al Merrick OG Flyer 5'10 x 19 3/8 x 2 9/16 -31,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;31,1L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 5'10, al merrick, Channel Islands, og flyer, prancha de surf";"Al Merrick OG Flyer 5'10 x 19 1/4 x 2 7/16 - 29,4L - PU";;"Al Merrick";SIM;;;;
al-merrick-g-skate-60-x-20-1-2-x-2-3-4-38l-pu;"Al Merrick G Skate 6'0 x 20 1/2 x 2 3/4 - 38L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;6'0;Volume;38L;;;4,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.2L, 5'10, al merrick, G Skate, prancha de surf";"Al Merrick G Skate 6'0 x 20 1/2 x 2 3/4 - 38L PU";;"Al Merrick";SIM;;;;
dhd-ethan-ewing-dna-511-x-18-7-8-x-2-9-16-293l-pu;"DHD ETHAN EWING DNA - 5'11 x 18 7/8 x 2 9/16 - 29,3L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'11;Volume;29,3L;;;3,890.00;3,790.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"dhd, DNA, dnaee, prancha de surf";"DHD ETHAN EWING DNA - 5'11 x 18 7/8 x 2 9/16 - 29,3L - PU";;"DHD Surfboards";SIM;;;;
dhd-ethan-ewing-dna-510-x-18-3-4-x-2-7-16-276l-pu;"DHD ETHAN EWING DNA - 5'10 x 18 3/4 x 2 7/16 - 27,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'10;Volume;27,6L;;;3,890.00;3,790.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"dhd, DNA, dnaee, prancha de surf";"DHD ETHAN EWING DNA - 5'10 x 18 3/4 x 2 7/16 - 27,6L - PU ";;"DHD Surfboards";SIM;;;;
dhd-ethan-ewing-dna-59-x-18-5-8-x-2-3-8-265l-pu;"DHD ETHAN EWING DNA - 5'9 x 18 5/8 x 2 3/8 - 26,5L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'9;Volume;26,5L;;;3,890.00;3,790.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"26L, 5'9, dhd, DNA, dnaee, prancha de surf";"DHD ETHAN EWING DNA - 5'9 x 18 5/8 x 2 3/8 - 26,5L - PU";;"DHD Surfboards";SIM;;;;
pyzel-shadow-510-x-18-7-8-2-7-16-283-pu;"Pyzel Shadow 5'10 x 18 7/8 2 7/16 - 28,3 - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'10;Volume;28,3L;;;4,190.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"pranha de surf, pyzel, shadow";"Pyzel Shadow 5'10 x 18 7/8 2 7/16 - 28,3 - PU";;Pyzel;SIM;;;;
pyzel-red-tiger-511-x-19-1-4-x-2-1-2-305l-pu;"Pyzel Red Tiger 5'11 x 19 1/4 x 2 1/2 - 30,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'11;Volume;30,5L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"pranha de surf, pyzel, red tiger";;;Pyzel;SIM;;;;
pyzel-red-tiger-58x-18-3-4-x-2-5-16-263l-pu;"Pyzel Red Tiger 5'8x 18 3/4 x 2 5/16 - 26,3L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'8;Volume;26,3L;;;3,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"pranha de surf, pyzel, red tiger";"Pyzel Red Tiger 5'8x 18 3/4 x 2 5/16 - 26,3L PU";;Pyzel;SIM;;;;
pyzel-the-ghost-61-x-19-3-8-x-2-9-16-304l-pu;"Pyzel The Ghost 6'1 x 19 3/8 x 2 9/16 - 30,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;6'1;Volume;30,4L;;;4,380.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"pranha de surf, pyzel, the ghost";"Pyzel The Ghost 6'1 x 19 3/8 x 2 9/16 - 30,4L PU ";;Pyzel;SIM;;;;
al-merrick-ci-2-pro-511-x-19-x-2-7-16-293l-pu;"Al Merrick CI 2 PRO Round 5'11 x 19 1/8 x 2 1/2 - 30,3L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'11;Volume;30,3L;;;4,950.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";"Al Merrick CI 2 PRO 5'11 x 19 x 2 7/16 - 29,3L PU";;"Al Merrick";SIM;;;;
al-merrick-ci-2-pro-59-x-18-3-4-x-2-3-8-275l-pu;"Al Merrick CI 2 PRO 5'9 x 18 3/4 x 2 3/8 - 27,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;27,5L;;;4,800.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";"Al Merrick CI 2 PRO 5'9 x 18 3/4 x 2 3/8 - 27,5L PU";;"Al Merrick";SIM;;;;
al-merrick-ci-2-pro-59-x-19-x-2-3-8-278l-pu;"Al Merrick CI 2 PRO 5'9 x 19 1/8 x 2 3/8 - 28L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'9;Volume;28L;;;4,800.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, CI2PRO, prancha de surf";"Al Merrick CI 2 PRO 5'9 x 19 x 2 3/8 - 27,8L PU";;"Al Merrick";SIM;;;;
al-merrick-g-skate-56-x-19-1-4-x-2-7-16-291l-pu;"Al Merrick G Skate 5'6 x 19 1/4 x 2 7/16 - 29,1L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'6;Volume;29,1L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, G Skate, prancha de surf";"Al Merrick G Skate 5'6 x 19 1/4 x 2 7/16 - 29,1L - PU ";;"Al Merrick";SIM;;;;
dhd-3dv-swallow-58-x-19-x-2-3-8-275l-eps;"DHD 3DV SWALLOW- 5'8 x 19 x 2 3/8 - 27,5L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'8;Volume;27,5L;;;4,350.00;3,990.00;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"3DV, dhd, prancha de surf";;;"DHD Surfboards";SIM;;;;
dhd-3dv-swallow-510-x-19-1-4-x-2-7-16-30l-eps;"DHD 3DV SWALLOW- 5'10 x 19 1/4 x 2 7/16 - 30L - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf DHD Surfboards, Pranchas em promoção";Tamanho;5'10;Volume;30L;;;4,350.00;4,190.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"3DV, dhd, prancha de surf";"DHD 3DV SWALLOW- 5'10 x 19 1/4 x 2 7/16 - 30L - EPS";;"DHD Surfboards";SIM;;;;
lost-rnf96-510-x-20-1-4-x-246-32l-pu;"Lost RNF96- 5'10 x 20,25 x 2,46 - 32L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;32L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32L, 5'10, lost, prancha de surf";"Lost RNF96- 5'10 x 20 1/4 x 2,46 - 32L PU";;Lost;SIM;;;;
lost-driver-3-0-round-61-x-19-x-2-59-314l-pu;"Lost Driver 3.0 Round - 6'1 x 19 x 2.59 - 31,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;6'1;Volume;31,3L;;;3,490.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"driver3.0, lost, prancha de surf";"Lost Driver 3.0 Round - 6'1 x 19 x 2.59 - 31,4L PU";;Lost;SIM;;;;
lost-driver-3-0-510-x-1888-x-2-45-286l-eps;"Lost Driver 3.0 - 5'10 x 18,88 x 2.45 - 28,6L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;28,6L;;;4,190.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"driver3.0, lost, prancha de surf";"Lost Driver 3.0 5'10 x 18.75 x 2.36 x 27L PU";;Lost;SIM;;;;
al-merrick-rocket-wide-511-x-20-1-4-x-2-5-8-344-pu-copia;"Al Merrick Rocket Wide 6'0 x 20 1/2 x 2 11/16 - 36,2 - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'0;Volume;36,2L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33.5L, 5'10, al merrick, Channel Islands, prancha de surf, rocket wide";"Al Merrick Rocket Wide 6'0 x 20 1/2 x 2 11/16 - 36,2 - PU";;"Al Merrick";SIM;;;;
al-merrick-rocket-wide-58-x-19-1-2-x-2-5-8-308-pu-copia;"Al Merrick Rocket Wide 5'11 x 20 1/4 x 2 5/8 - 34,4 - EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'11;Volume;34,4L;;;5,690.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"al merrick, Channel Islands, prancha de surf, rocket wide";"Al Merrick Rocket Wide 5'11 x 20 1/4 x 2 5/8 - 34,4 - PU ";;"Al Merrick";SIM;;;;
al-merrick-og-flyer-511-x-19-1-2-x-2-1-2-31l-pu-copia;"Al Merrick OG Flyer 6'0 x 19 3/4 x 2 9/16 - 32,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'0;Volume;32,6L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"29.4L, 5'10, al merrick, Channel Islands, og flyer, prancha de surf";"Al Merrick OG Flyer 6'0 x 19 3/4 x 2 9/16 - 32,6L - PU";;"Al Merrick";SIM;;;;
js-raging-bull-60-x-19-5-8-x-2-5-8-327l-pu-copia;"JS Raging Bull 6'1 x 19 3/4 x 2 11/16 - 34,2L - EPS CINZA";"Prancha de surf > Prancha de surf nova > Prancha de surf JS Industries";Tamanho;6'1;Volume;34,2L;;;3,990.00;2,995.00;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', js, js industries, prancha de surf, Raging Bull";;;"JS Industries";SIM;;;;
pyzel-red-tiger-59-x-19-x-2-3-8-275l-eps-full-carbon;"Pyzel Red Tiger 5'9 x 19 x 2 3/8 - 27,5L EPS FULL CARBON";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'9;Volume;27,5L;;;5,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'9, pranha de surf, pyzel, red tiger";"Pyzel Red Tiger 5'9 x 19 x 2 3/8 - 27,5L EPS FULL CARBON";;Pyzel;SIM;;;;
pyzel-red-tiger-510-x-19-1-4-x-2-7-16-294l-eps-full-carbon;"Pyzel Red Tiger 5'10 x 19 1/4 x 2 7/16 - 29,4L EPS FULL CARBON";"Prancha de surf > Prancha de surf nova > Prancha de surf Pyzel Surfboards";Tamanho;5'10;Volume;29,4L;;;5,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"5'10, pranha de surf, pyzel, red tiger";;;Pyzel;SIM;;;;
al-merrick-ci-2-pro-510-x-18-7-8-x-2-7-16-287l-pu;"Al Merrick CI 2 PRO Round 5'10 x 19 1/8 x 2 1/2 - 29,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;29,5L;;;4,800.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"28.7L, al merrick, CI2PRO, prancha de surf";;;"Al Merrick";SIM;;;;
al-merrick-g-skate-510-x-19-5-8-x-2-1-2-314l-pu;"Al Merrick G Skate 5'8 x 19 5/8 x 2 1/2 - 31,4L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'8;Volume;31,4L;;;5,590.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"34.2L, 5'10, al merrick, G Skate, prancha de surf";;;"Al Merrick";SIM;;;;
lost-rocket-redux-510-x-19-3-4-x-2-1-2-316l-eps1;"Lost Rocket Redux 5'10 x 19 3/4 x 2 1/2 - 31,6L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;31,6L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"lost, prancha de surf, rocketredux";;;Lost;SIM;;;;
lost-psycho-killer-60-x-20-3-4-x-2-9-16-355l-eps;"Lost Psycho Killer 6'0 x 20 3/4 x 2 9/16 - 35,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;6'0;Volume;35,5l;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
lost-puddle-fish-511-x-21-3-4-x-2-5-8-38l-eps;"Lost Puddle Fish 5'11' x 21 3/4 x 2 5/8 - 38L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";;;;;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
lost-puddle-jumper-59-x-21-1-4-x-2-1-2-345l-eps;"Lost Puddle Jumper 5'9 x 21 1/4 x 2 1/2 - 34,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'9;Volume;34,5L;;;3,790.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
lost-puddle-jumper-511-x-21-3-4-x-2-3-4-386l-eps;"Lost Puddle Jumper 5'11 x 21 3/4 x 2 3/4 - 38,6L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'11;Volume;38,6L;;;3,690.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
lost-uber-driver-2-0-510-x-19-1-2-x-2-9-16-307l-eps;"Lost Uber-Driver 2.0 5'10 x 19 1/2 x 2 9/16 - 30,7L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;30,7L;;;3,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
lost-uber-driver-62-x-2050-x-265-368l-eps;"Lost Uber-Driver 6`2 x 20,50 x 2,65 - 36,8L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;6'2;Volume;36,8L;;;4,590.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"lost, prancha de surf, uberdriver";;;Lost;SIM;;;;
lost-sub-driver-2-0-511-x-19-3-4-x-2-9-16-x-31-l-eps;"Lost Sub-Driver 2.0 5'11' x 19 3/4 x 2 9/16 x 31 L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'11;Volume;31L;;;3,690.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"32.7L, 6', lost, prancha de surf";;;Lost;SIM;;;;
al-merrick-twin-pin-59x-19-1-8-x-2-9-16-306l-pu;"Al Merrick Twin Pin 5'9x 19 1/8 x 2 9/16 - 30,6L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;5'9;Volume;30,6L;;;4,690.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"33.6L, 6', al merrick, Channel Islands, prancha de surf, pu, twin pin";;;"Al Merrick";SIM;;;;
al-merrick-twin-pin-511-x-19-1-2-x-2-5-8-329l-pu;"Al Merrick Twin Pin 5'11 x 19 1/2 x 2 5/8 - 32,9L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'11;Volume;32,9L;;;4,950.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"33.6L, 6', al merrick, Channel Islands, prancha de surf, pu, twin pin";;;"Al Merrick";SIM;;;;
prancha-seminova-silversurf-high-flyer-511-x-18-5-8-x-2-3-8-277l-pu;"Prancha Seminova Silversurf High Flyer - 5'11 x 18 5/8 x 2 3/8 - 27,7L - PU";"Prancha de surf > Prancha de surf usada seminova, Pranchas em promoção";Tamanho;5'11;Volume;27,7L;;;1,490.00;1,290.00;4.00;20.00;55.00;190.00;1;;;SIM;NÃO;;"prancha usada, seminova, snapy, The Jam 2.0";;;Snapy;SIM;;;;
prancha-de-surf-al-merrick-g-skate-510-x-20-x-2-5-8-342l-pu;"Al Merrick G Skate 5'10 x 20 x 2 5/8 - 34,2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands";Tamanho;5'10;Volume;34,2L;;;4,890.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"34.2L, 5'10, al merrick, G Skate, prancha de surf";"Prancha de surf Al Merrick G Skate 5'10 x 20 x 2 5/8 - 34,2L PU";;"Al Merrick";SIM;;;;
al-merrick-happy-everyday-62-x-20-5-8-x-2-3-4-372l-pu;"Al Merrick Happy Everyday 6'2 x 20 5/8 x 2 3/4 - 37,2L - PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Al Merrick - Channel Islands, Pranchas em promoção";Tamanho;6'2;Volume;37,2L;;;4,390.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"30.9L, 5'10, al merrick, Channel Islands, happy everyday, prancha de surf";;;"Al Merrick";SIM;;;;
lost-sub-driver-2-0-swallow-59-x-19-x-2-3-8-27-2l-pu;"Lost Sub-Driver 2.0 Swallow - 5'9 x 19 x 2 3/8 -27.2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'9;Volume;27,2L;;;3,490.00;;4.00;216.00;15.00;53.00;1;;;SIM;NÃO;;"driver2.0, lost, prancha de surf";;;Lost;SIM;;;;
lost-driver-3-0-59-x-19-x-2-46-x-282l-pu;"Lost Driver 3.0 5'9 x 19 x 2.46 x 28,2L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'9;Volume;28,2L;;;3,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"lost, prancha de surf";"Lost Driver 3.0 5'9 x 19 x 2.46 x 28,2L PU";;Lost;SIM;;;;
prancha-de-surf-lost-driver-2-0-511-x-19-25-x-2-5-x-295l-pu;"Lost Driver 2.0 5'11 x 19.25 x 2.5 x 29,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'11;Volume;29,5L;;;3,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"29.5L, 5'11, lost, prancha de surf";;;Lost;SIM;;;;
prancha-de-surf-lost-driver-2-0-510-x-19-x-2-44-x-285l-pu;"Lost Driver 2.0 5'10 x 19 x 2.65 x 30,5L PU";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'10;Volume;30,5L;;;3,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"28.5L, 5'10, lost, prancha de surf";;;Lost;SIM;;;;
prancha-de-surf-lost-drive-2-0-59-x-18-75-x-2-4-x-275l-eps;"Lost Driver 2.0 5'9 x 18.75 x 2.4 x 27,5L EPS";"Prancha de surf > Prancha de surf nova > Prancha de surf Lost Surfboards";Tamanho;5'9;Volume;27,5L;;;3,290.00;;4.00;216.00;15.00;53.00;0;;;SIM;NÃO;;"27.5L, 5'9, lost, prancha de surf";"Prancha de surf Lost Driver 2.0 5'9 x 18.75 x 2.4 x 27,5L EPS";;Lost;SIM;;Unissex;Adulto;
